,,,,,,,,
VCT_File_36,Merge Settings Custom Transform Relative X Scale,"Open VCollab ProX. Load a Cax File. Select File Menu. Select Merge Settings. In Position Merged File, Select Custom Transform-Relative.In Custom Position Select Scale Radiobutton  , give X(Eg.,2). Click Set Scale button. Click Apply. Merge a Model.",*.cax ,Transformation of the Merged model should be relative to existing model with user given Scale X value,,,,
VCT_File_37,Merge Settings Custom Transform Relative Y Scale,"Open VCollab ProX. Load a Cax File. Select File Menu. Select Merge Settings. In Position Merged File, Select Custom Transform-Relative.In Custom Position Select Scale Radiobutton  , give Y(Eg.,2). Click Set Scale button. Click Apply. Merge a Model.",*.cax ,Transformation of the Merged model should be relative to existing model with user given Scale Y value,,,,
VCT_File_38,Merge Settings Custom Transform Relative Z Scale,"Open VCollab ProX. Load a Cax File. Select File Menu. Select Merge Settings. In Position Merged File, Select Custom Transform-Relative.In Custom Position Select Scale Radiobutton  , give Z(Eg.,2). Click Set Scale button. Click Apply. Merge a Model.",*.cax ,Transformation of the Merged model should be relative to existing model with user given Scale Z value,,,,
VCT_File_39,Merge Settings Custom Transform Relative Scale,"Open VCollab ProX. Load a Cax File. Select File Menu. Select Merge Settings. In Position Merged File, Select Custom Transform-Relative.In Custom Position Select Scale Radiobutton  , give X,Y,Z(Eg.,3). Click Set Scale button. Click Apply. Merge a Model.",*.cax ,Transformation of the Merged model should be relative to existing model with user given Scale values,,,,
VCT_File_40,Merge Settings Custom Transform Relative,Open Vcollab ProX .Load Model .Select File-Merge Settings. Click on Position Merged File dropdown. Select Custom Transform- Relative .Set Custom Position Values. Click Apply. Merge a Cax File,*.cax ,Transformation of the Merged model should be relative to existing model ,,,,
VCT_File_41,Merge Settings Custom Transform Absolute X Translate,"Open VCollab ProX. Load a Cax File. Select File Menu. Select Merge Settings. In Position Merged File, Select Custom Transform-Absolute.In Custom Position, if Translate Radiobutton is ON , give X value(Eg.,50). Click Set Translation button. Click Apply. Merge a Model.",*.cax ,The transformation of Merged model should be absolute and not related to existing models with user given Translate X Value,,,,
VCT_File_42,Merge Settings Custom Transform Absolute Y Translate,"Open VCollab ProX. Load a Cax File. Select File Menu. Select Merge Settings. In Position Merged File, Select Custom Transform-Absolute.In Custom Position if Translate Radiobutton is ON , give Y value(Eg.,50). Click Set Translation button. Click Apply. Merge a Model.",*.cax ,The transformation of Merged model should be absolute and not related to existing models with user given Translate Y Value,,,,
VCT_File_43,Merge Settings Custom Transform Absolute Z Translate,"Open VCollab ProX. Load a Cax File. Select File Menu. Select Merge Settings. In Position Merged File, Select Custom Transform-Absolute.In Custom Position if Translate Radiobutton is ON , give Z value(Eg.,50). Click Set Translation button. Click Apply. Merge a Model.",*.cax ,The transformation of Merged model should be absolute and not related to existing models with user given Translate Z Value,,,,
VCT_File_44,Merge Settings Custom Transform Absolute Translate,"Open VCollab ProX. Load a Cax File. Select File Menu. Select Merge Settings. In Position Merged File, Select Custom Transform-Absolute.In Custom Position if Translate Radiobutton is ON , give X,Y,Z values(Eg.,50). Click Set Translation button. Click Apply. Merge a Model.",*.cax ,The transformation of Merged model should be absolute and not related to existing models with user given Translate Values,,,,
VCT_File_45,Merge Settings Custom Transform Absolute X Rotation,"Open VCollab ProX. Load a Cax File. Select File Menu. Select Merge Settings. In Position Merged File, Select Custom Transform-Absolute.In Custom Position Select Rotate Radiobutton  , give X,Angle values(Eg.,50). Click Set Rotation button. Click Apply. Merge a Model.",*.cax ,The transformation of Merged model should be absolute and not related to existing models with user given Rotation X Value,,,,
VCT_File_46,Merge Settings Custom Transform Absolute Y Rotation,"Open VCollab ProX. Load a Cax File. Select File Menu. Select Merge Settings. In Position Merged File, Select Custom Transform-Absolute.In Custom Position Select Rotate Radiobutton  , give Y,Angle values(Eg.,50). Click Set Rotation button. Click Apply. Merge a Model.",*.cax ,The transformation of Merged model should be absolute and not related to existing models with user given Rotation Y Value,,,,
VCT_File_47,Merge Settings Custom Transform Absolute Z Rotation,"Open VCollab ProX. Load a Cax File. Select File Menu. Select Merge Settings. In Position Merged File, Select Custom Transform-Absolute.In Custom Position Select Rotate Radiobutton  , give Z,Angle values(Eg.,50). Click Set Rotation button. Click Apply. Merge a Model.",*.cax ,The transformation of Merged model should be absolute and not related to existing models with user given Rotation Z Value,,,,
VCT_File_48,Merge Settings Custom Transform Absolute Rotation,"Open VCollab ProX. Load a Cax File. Select File Menu. Select Merge Settings. In Position Merged File, Select Custom Transform-Absolute.In Custom Position Select Rotate Radiobutton  , give X,Y,Z,Angle values(Eg.,50). Click Set Rotation button. Click Apply. Merge a Model.",*.cax ,The transformation of Merged model should be absolute and not related to existing models with user given Rotation Values,,,,
VCT_File_49,Merge Settings Custom Transform Absolute X Scale,"Open VCollab ProX. Load a Cax File. Select File Menu. Select Merge Settings. In Position Merged File, Select Custom Transform-Absolute.In Custom Position Select Scale Radiobutton  , give X(Eg.,2). Click Set Scale button. Click Apply. Merge a Model.",*.cax ,The transformation of Merged model should be absolute and not related to existing models with user given Scale X Value,,,,
VCT_File_50,Merge Settings Custom Transform Absolute Y Scale,"Open VCollab ProX. Load a Cax File. Select File Menu. Select Merge Settings. In Position Merged File, Select Custom Transform-Absolute.In Custom Position Select Scale Radiobutton  , give Y(Eg.,2). Click Set Scale button. Click Apply. Merge a Model.",*.cax ,The transformation of Merged model should be absolute and not related to existing models with user given Scale Y Value,,,,
VCT_File_51,Merge Settings Custom Transform Absolute Z Scale,"Open VCollab ProX. Load a Cax File. Select File Menu. Select Merge Settings. In Position Merged File, Select Custom Transform-Absolute.In Custom Position Select Scale Radiobutton  , give Z(Eg.,2). Click Set Scale button. Click Apply. Merge a Model.",*.cax ,The transformation of Merged model should be absolute and not related to existing models with user given Scale Z Value,,,,
VCT_File_52,Merge Settings Custom Transform Absolute Scale,"Open VCollab ProX. Load a Cax File. Select File Menu. Select Merge Settings. In Position Merged File, Select Custom Transform-Absolute.In Custom Position Select Scale Radiobutton  , give X,Y, Z(Eg.,3). Click Set Scale button. Click Apply. Merge a Model.",*.cax ,The transformation of Merged model should be absolute and not related to existing models with user given Scale Values,,,,
VCT_File_53,Merge Settings Custom Transform Absolute,Open Vcollab ProX .Load Model .Select File-Merge Settings. Click on Position Merged File dropdown. Select Custom Transform- Absolute .Set Custom Position Values. Click Apply. Merge a Cax File,*.Cax,The transformation of Merged model should be absolute and not related to existing models,,,,
VCT_File_54,Export Image JPG,Open VCollab ProX. Load Cax file. Select Stress (Centroidal) (Bottom Section) result. Select File-Export Image. Save the Image in JPG format,*.Cax,JPG image should save in the selected folder,,,,
VCT_File_55,Export Image BMP,Open VCollab ProX. Load Cax file. Select Equivalent Plastic Strain (Bottom Section) result. Select File-Export Image. Save the Image in BMP format,*.Cax,BMP image should save in the selected folder,,,,
VCT_File_56,Export Image PNG,Open VCollab ProX. Load Cax file. Select Strain Energy result. Select File-Export Image. Save the Image in PNG format,*.Cax,PNG image should save in the selected folder,,,,
VCT_File_57,Export Image TIF,Open VCollab ProX. Load Cax file. Select Element Thickness result. Select File-Export Image. Save the Image in TIF format,*.Cax,TIF image should save in the selected folder,,,,
VCT_File_58,Export Image Region JPG,Open Vcollab ProX. Load any cax file. Select Stress (Centroidal) (Top Section) result. Select File - Export Image Region. Capture Option will be seen. Click Capture and save the JPG Image,*.Cax,Selected Portion using Capture option should be saved as JPG Image file,,,,
VCT_File_59,Export Image Region BMP,Open Vcollab ProX. Load any cax file. Select Equivalent Plastic Strain (Top Section) result. Select Export-Image Region. Capture Option will be seen. Click Capture and save the BMP Image,*.Cax,Selected Portion using Capture option should be saved as BMP mage file,,,,
VCT_File_60,Export Image Region PNG,Open VCollab ProX. Load any cax file. Select Element Thickness result. Select Export-Image Region. Capture Option will be seen. Click Capture and save the PNG Image,*.Cax,Selected Portion using Capture option should be saved as Png Image file,,,,
VCT_File_61,Export Image Region TIF,Open VCollab ProX.Load any cax file.Select Export-Image Region. Capture Option will be seen. Click Capture and save the TIF Image,*.Cax,Selected Portion using Capture option should be saved as Tif Image file,,,,
VCT_File_62,Export Html Current Viewpath,Open VCollab ProX. Load a Viewpoints cax file . Select Acceleration Result. Select File-Export Wcax/3DHtml  . Export wcax Dialog Box opens. Browse a path. Enter filename and Click on Save. Click Save button,Airbag_vp.cax,Html file should be saved with Current Viewpath,,,,
VCT_File_63,Export Html All Viewpaths,Open VCollab ProX. Load a Viewpoints cax file . Select Acceleration Result. Select File-Export Wcax/3DHtml. Export wcax Dialog Box opens. Select All Viewpaths from Viewpoints dropdown. Browse a path. Enter filename and Click on Save. Click Save button,Airbag_vp.cax,Html file should be saved with All Viewpaths,,,,
VCT_File_64,Export Html Current Viewpoint,Open VCollab ProX. Load a Viewpoints cax file . Select Acceleration Result. Select File-Export Wcax/3DHtml. Export wcax Dialog Box opens. Select Current Viewpoint from Viewpoints dropdown. Browse a path. Enter filename and Click on Save. Click Save button,Airbag_vp.cax,Html file should be saved with Current Viewpoint,,,,
VCT_File_65,Export Html Current Display,Open VCollab ProX. Load a Viewpoints cax file . Select Acceleration Result. Select File-Export Wcax/3DHtml. Export wcax Dialog Box opens. Select Current Display from Viewpoints dropdown. Browse a path. Enter filename and Click on Save. Click Save button,Airbag_vp.cax,Html file should be saved with Current Display,,,,
VCT_File_66,Export Html Selected Elements,Open VCollab ProX. Load a Viewpoints cax file . Select Acceleration Result. Select File-Export Wcax/3DHtml. Export wcax Dialog Box opens. Select Selected Elements from Viewpoints dropdown. Click Select button. Select a part by drawing a rectangle in viewer window. Browse a path. Enter filename and Click on Save. Click Save button,Airbag_vp.cax,Html file should be saved with Selected parts,,,,
VCT_File_67,Export Html 3D Export,Open VCollab ProX. Load a Viewpoints cax file . Select Acceleration Result. Select File-Export Wcax/3DHtml  . Export wcax Dialog Box opens. Click Export Mode Button. Click Appy. Browse a path. Enter filename and Click on Save. Click Save button,Airbag_vp.cax,Html file should be saved with 3D Export Mode,,,,
VCT_File_68,Export Html 2D Export,Open VCollab ProX. Load a Viewpoints cax file. Select Acceleration Result. Select File-Export Wcax/3DHtml  . Export wcax Dialog Box opens. Click Export Mode Button. Click 2D Mode and click Set. Click Appy. Browse a path. Enter filename and Click on Save. Click Save button,Airbag_vp.cax,Html file should be saved with 2D Export Mode,,,,
VCT_File_69,Export Html Skip By Export Mode,Open VCollab ProX. Load a Viewpoints cax file . Select Acceleration Result. Select File-Export Wcax/3DHtml  . Export wcax Dialog Box opens. Click Export Mode Button. Click Skip By and click Set. Click Appy. Browse a path. Enter filename and Click on Save. Click Save button,Airbag_vp.cax,Selected Viewpoint should be skipped and other Viewpoints should be saved as 2D/3D mode in Html file,,,,
VCT_File_70,Export Html Thumbnail,Open VCollab ProX. Load a Viewpoints cax file. Select Acceleration Result. Select File-Export Wcax/3DHtml. Export wcax Dialog Box opens. Select Current Viewpoint from Viewpoints dropdown. Uncheck Thumbnail. Browse a path. Enter filename and Click on Save. Click Save button,Airbag_vp.cax,Thumbnail should not be seen in the saved Html file,,,,
VCT_File_71,Export Html Password,Open VCollab ProX. Load a Viewpoints cax file. Select Acceleration Result. Select File-Export Wcax/3DHtml. Export wcax Dialog Box opens. Select Current Viewpoint from Viewpoints dropdown. Check Password checkbox. Enter Password and confirm the Password. Browse a path. Enter filename and Click on Save. Click Save button,Airbag_vp.cax,Html  file should be saved with Password protected,,,,
VCT_File_72,Export Html Store Normal,Open VCollab ProX. Load a Viewpoints cax file. Select Acceleration Result. Select File-Export Wcax/3DHtml. Export wcax Dialog Box opens. Select Current Viewpoint from Viewpoints dropdown. Check Store Normal checkbox. Browse a path. Enter filename and Click on Save. Click Save button,Airbag_vp.cax,Html file should be saved with Store Normal,,,,
VCT_File_73,Export Html Compact,Open VCollab ProX. Load a Viewpoints cax file. Select Acceleration Result. Select File-Export Wcax/3DHtml. Export wcax Dialog Box opens. Select Current Viewpoint from Viewpoints dropdown. Check Compact checkbox. Browse a path. Enter filename and Click on Save. Click Save button,Airbag_vp.cax,Viewpoints in Html file should be saved in Compact mode,,,,
VCT_File_74,Export Html Display Mode Viewer option,Open VCollab ProX. Load a Viewpoints cax file. Select Acceleration Result. Select File-Export Wcax/3DHtml. Export wcax Dialog Box opens. Select Current Viewpoint from Viewpoints dropdown. Click Advanced Settings. Uncheck Display Mode and click Apply. Browse a path. Enter filename and Click on Save. Click Save button,Airbag_vp.cax,Display Mode option should not be present in the saved Html file,,,,
VCT_File_75,Export Html Product Tree,Open VCollab ProX. Load a Viewpoints cax file. Select Acceleration Result. Select File-Export Wcax/3DHtml. Export wcax Dialog Box opens. Select Current Viewpoint from Viewpoints dropdown. Click Advanced Settings. Uncheck Product Tree and click Apply. Browse a path. Enter filename and Click on Save. Click Save button,Airbag_vp.cax,Product Tree option should not be present in the saved Html file,,,,
VCT_File_76,Export Html Section,Open VCollab ProX. Load a Viewpoints cax file. Select Acceleration Result. Select File-Export Wcax/3DHtml. Export wcax Dialog Box opens. Select Current Viewpoint from Viewpoints dropdown. Click Advanced Settings. Uncheck Section and click Apply. Browse a path. Enter filename and Click on Save. Click Save button,Airbag_vp.cax,Section option should not be present in the saved Html file,,,,
VCT_File_77, Export Html Probe,Open VCollab ProX. Load a Viewpoints cax file. Select Acceleration Result. Select File-Export Wcax/3DHtml. Export wcax Dialog Box opens. Select Current Viewpoint from Viewpoints dropdown. Click Advanced Settings. Uncheck Probe and click Apply. Browse a path. Enter filename and Click on Save. Click Save button,Airbag_vp.cax,Probe option should not be present in the saved Html file,,,,
VCT_File_78,Export Html Explode,Open VCollab ProX. Load a Viewpoints cax file. Select Acceleration Result. Select File-Export Wcax/3DHtml. Export wcax Dialog Box opens. Select Current Viewpoint from Viewpoints dropdown. Click Advanced Settings. Uncheck Explode and click Apply. Browse a path. Enter filename and Click on Save. Click Save button,Airbag_vp.cax,Explode option should not be present in the saved Html file,,,,
VCT_File_79,Export Wcax Current Viewpath,Open VCollab ProX. Load a Viepoints cax file. Select Equivalent Plastic Strain (Top Section) Result. Select File-Export Wcax/Html  . Export wcax Dialog Box opens. Browse Path. Enter Filename. Select the wcax file extension in the save as dialog box  and click Save. Click Save button,*.cax,Wcax file should be saved with Current viewpath,,,,
VCT_File_80,Export Wcax All Viewpaths,Open VCollab ProX. Load a Viewpoints cax file . Select Equivalent Plastic Strain (Top Section) Result. Select File-Export Wcax/3DHtml. Export wcax Dialog Box opens. Select All Viewpaths from Viewpoints dropdown. Browse a path. Enter filename. Select the wcax file extension in the save as dialog box and click Save. Click Save button,Airbag_vp.cax,Wcax file should be saved with All Viewpaths,,,,
VCT_File_81,Export Wcax Current Viewpoint,Open VCollab ProX. Load a Viewpoints cax file . Select Equivalent Plastic Strain (Top Section) Result. Select File-Export Wcax/3DHtml. Export wcax Dialog Box opens. Select Current Viewpoint from Viewpoints dropdown. Browse a path. Enter filename. Select the wcax file extension in the save as dialog box and click Save. Click Save button,Airbag_vp.cax,Wcax file should be saved with Current Viewpoint,,,,
VCT_File_82,Export Wcax Current Display,Open VCollab ProX. Load a Viewpoints cax file . Select Equivalent Plastic Strain (Top Section) Result. Select File-Export Wcax/3DHtml. Export wcax Dialog Box opens. Select Current Display from Viewpoints dropdown. Browse a path. Enter filename. Select the wcax file extension in the save as dialog box and click Save. Click Save button,Airbag_vp.cax,Wcax file should be saved with Current Display,,,,
VCT_File_83,Export Wcax Selected Elements,Open VCollab ProX. Load a Viewpoints cax file . Select Equivalent Plastic Strain (Top Section) Result. Select File-Export Wcax/3DHtml. Export wcax Dialog Box opens. Select Selected Elements from Viewpoints dropdown. Click Select button. Select a part by drawing a rectangle in viewer window. Browse a path. Enter filename. Select the wcax file extension in the save as dialog box and click Save. Click Save button,Airbag_vp.cax,Wcax file should be saved with Selected parts,,,,
VCT_File_84,Export Wcax 3D Export,Open VCollab ProX. Load a Viewpoints cax file . Select Equivalent Plastic Strain (Top Section) Result. Select File-Export Wcax/3DHtml  . Export wcax Dialog Box opens. Click Export Mode Button. Click Appy. Browse a path. Enter filename. Select the wcax file extension in the save as dialog box and click Save. Click Save button,Airbag_vp.cax,Wcax file should be saved with 3D Export Mode,,,,
VCT_File_85,Export Wcax 2D Export,Open VCollab ProX. Load a Viewpoints cax file. Select Equivalent Plastic Strain (Top Section) Result. Select File-Export Wcax/3DHtml  . Export wcax Dialog Box opens. Click Export Mode Button. Click 2D Mode and click Set. Click Appy. Browse a path. Enter filename. Select the wcax file extension in the save as dialog box and click Save. Click Save button,Airbag_vp.cax,Wcax file should be saved with 2D Export Mode,,,,
VCT_File_86,Export Wcax Skip By Export Mode,Open VCollab ProX. Load a Viewpoints cax file . Select Equivalent Plastic Strain (Top Section) Result. Select File-Export Wcax/3DHtml  . Export wcax Dialog Box opens. Click Export Mode Button. Click Skip By and click Set. Click Appy. Browse a path. Enter filename. Select the wcax file extension in the save as dialog box and click Save. Click Save button,Airbag_vp.cax,Selected Viewpoint should be skipped and other Viewpoints should be saved as 2D/3D mode in Wcax file,,,,
VCT_File_87,Export Wcax Thumbnail,Open VCollab ProX. Load a Viewpoints cax file. Select Equivalent Plastic Strain (Top Section) Result. Select File-Export Wcax/3DHtml. Export wcax Dialog Box opens. Select Current Viewpoint from Viewpoints dropdown. Uncheck Thumbnail. Browse a path. Enter filename. Select the wcax file extension in the save as dialog box and click Save. Click Save button,Airbag_vp.cax,Thumbnail should not be seen in the saved Wcax file,,,,
VCT_File_88,Export Wcax Password,Open VCollab ProX. Load a Viewpoints cax file. Select Equivalent Plastic Strain (Top Section) Result. Select File-Export Wcax/3DHtml. Export wcax Dialog Box opens. Select Current Viewpoint from Viewpoints dropdown. Check Password checkbox. Enter Password and confirm the Password. Browse a path. Enter filename. Select the wcax file extension in the save as dialog box and click Save. Click Save button,Airbag_vp.cax,Wcax file should be saved with Password protected,,,,
VCT_File_89,Export Wcax Store Normal,Open VCollab ProX. Load a Viewpoints cax file. Select Equivalent Plastic Strain (Top Section) Result. Select File-Export Wcax/3DHtml. Export wcax Dialog Box opens. Select Current Viewpoint from Viewpoints dropdown. Check Store Normal checkbox. Browse a path. Enter filename. Select the wcax file extension in the save as dialog box and click Save. Click Save button,Airbag_vp.cax,Wcax file should be saved with Store Normal,,,,
VCT_File_90,Export Wcax Compact,Open VCollab ProX. Load a Viewpoints cax file. Select Equivalent Plastic Strain (Top Section) Result. Select File-Export Wcax/3DHtml. Export wcax Dialog Box opens. Select Current Viewpoint from Viewpoints dropdown. Check Compact checkbox. Browse a path. Enter filename. Select the wcax file extension in the save as dialog box and click Save. Click Save button,Airbag_vp.cax,Viewpoints in Wcax file should be saved in Compact mode,,,,
VCT_File_91,Export Wcax Display Mode Viewer option,Open VCollab ProX. Load a Viewpoints cax file. Select Equivalent Plastic Strain (Top Section) Result. Select File-Export Wcax/3DHtml. Export wcax Dialog Box opens. Select Current Viewpoint from Viewpoints dropdown. Click Advanced Settings. Uncheck Display Mode and click Apply. Browse a path. Enter filename. Select the wcax file extension in the save as dialog box and click Save. Click Save button,Airbag_vp.cax,Display Mode option should not be present in the saved Wcax file,,,,
